"","players","player.cash","player.comfort","bankrupt.players","turn","total.value.fifteen","owned.blue","times.in.jail","properties.sold","color.sets","props.at.five","stale.mate"
"16081",1,-5,0.21,5,133,1358,0,4,11,2,3,0
"16082",2,10,0.7,2,24,930,0,3,8,1,0,0
"16083",3,-28,0.26,5,137,2046,1,6,15,4,0,0
"16084",4,27,0.06,3,109,0,0,4,0,0,0,0
"16085",5,17604,0.99,0,134,2709,1,6,8,4,0,0
"16086",6,-101,0.75,1,20,1224,0,2,8,1,0,0
"16087",1,32732,0.78,0,501,1794,1,16,6,5,2,1
"16088",2,3739,0.31,5,499,1522,1,9,4,3,4,1
"16089",3,-1439,0.57,1,21,833,1,0,10,1,5,1
"16090",4,-1413,0.74,2,23,1593,1,0,7,0,2,1
"16091",5,-1438,0.89,4,148,2428,1,1,19,5,3,1
"16092",6,-1392,0.06,3,72,1371,0,2,0,0,0,1
"16093",1,-959,0.96,1,26,28,0,0,9,0,1,0
"16094",2,-469,0.56,3,35,0,0,1,7,1,1,0
"16095",3,-1071,0.2,2,34,1180,0,0,9,1,2,0
"16096",4,6036,0.45,0,50,2790,1,1,4,2,2,0
"16097",5,-350,0.07,5,43,1522,0,2,0,0,0,0
"16098",6,-580,0.08,4,37,0,0,0,1,0,0,0
"16099",1,7745,0.49,4,496,1591,1,13,5,1,2,1
"16100",2,-197,0.41,1,8,0,1,0,5,0,3,1
"16101",3,10211,0.73,5,498,3781,1,25,5,5,4,1
"16102",4,31724,0.32,0,502,2184,0,14,4,2,0,1
"16103",5,-258,0.3,2,18,1020,0,1,6,1,2,1
"16104",6,-320,0.09,3,145,2288,0,3,2,0,0,1
"16105",1,5868,0.8,0,82,0,1,6,10,4,0,0
"16106",2,-174,0.15,2,22,1086,0,3,9,1,3,0
"16107",3,-1069,0.9,1,8,0,0,1,6,0,2,0
"16108",4,-144,0.2,5,89,0,0,1,16,2,1,0
"16109",5,-11,0.91,3,30,1432,0,0,9,1,0,0
"16110",6,-457,0.64,4,45,1137,1,1,23,3,0,0
"16111",1,-105,0.51,1,12,0,0,0,8,0,4,0
"16112",2,-40,0.1,5,54,2297,0,1,7,1,0,0
"16113",3,3774,0.6,0,55,0,1,3,4,2,3,0
"16114",4,-473,0.22,3,43,1407,0,1,8,1,1,0
"16115",5,-319,0.16,4,39,1778,0,2,7,0,1,0
"16116",6,-17,0.85,2,13,0,1,4,4,1,1,0
"16117",1,-596,0.89,2,27,0,0,0,12,2,0,1
"16118",2,179,0.05,4,62,1674,0,2,0,0,0,1
"16119",3,336,0.14,5,501,1756,1,16,17,5,1,1
"16120",4,83,0.11,4,61,1506,0,4,0,0,0,1
"16121",5,-173,0.99,1,9,0,0,1,5,0,2,1
"16122",6,29422,0.45,0,485,0,1,20,8,5,2,1
"16123",1,-360,0.36,3,39,1250,0,5,6,1,3,0
"16124",2,-112,0.96,5,227,2022,1,8,29,6,3,0
"16125",3,-161,0.72,4,95,3415,1,3,22,3,0,0
"16126",4,14051,0.3,0,225,0,1,12,6,6,4,0
"16127",5,-240,0.35,1,19,687,0,1,2,0,2,0
"16128",6,46,0.4,2,20,696,0,4,5,1,1,0
"16129",1,4252,0.4,0,34,3824,1,0,6,2,3,0
"16130",2,-60,0.96,1,9,0,0,0,12,2,5,0
"16131",3,-610,0.61,2,24,0,0,3,5,1,0,0
"16132",4,-809,0.64,4,33,2661,1,0,17,1,5,0
"16133",5,-47,0.2,5,37,1652,0,1,5,1,0,0
"16134",6,-702,0.29,3,29,1331,0,1,8,2,1,0
"16135",1,-149,0.95,1,9,0,1,2,6,1,3,0
"16136",2,4457,0.99,0,51,3692,1,0,4,4,4,0
"16137",3,-541,0.9,5,47,3617,1,2,15,1,2,0
"16138",4,-891,0.51,3,30,0,0,1,4,1,2,0
"16139",5,-187,0.12,2,25,561,0,0,3,1,0,0
"16140",6,-574,0,4,30,1770,0,0,0,0,0,0
"16141",1,-26,0.36,2,22,711,0,0,5,1,4,0
"16142",2,-370,0.6,3,40,0,0,2,8,1,2,0
"16143",3,-91,0.28,4,45,2152,0,7,5,1,0,0
"16144",4,8538,0.62,0,80,3584,1,1,7,4,4,0
"16145",5,-734,0.56,1,14,-734,0,1,2,0,2,0
"16146",6,-1667,0.47,5,81,1936,0,3,18,3,0,0
"16147",1,-125,0.84,5,183,0,1,6,27,5,3,0
"16148",2,-173,0.69,2,34,1033,0,1,4,1,2,0
"16149",3,-117,0.47,1,8,0,1,0,7,1,3,0
"16150",4,12827,0.85,0,195,4582,1,3,11,4,1,0
"16151",5,-118,0.2,3,53,276,0,0,4,0,3,0
"16152",6,-106,0.61,4,50,0,0,1,8,1,3,0
"16153",1,381,0.16,3,26,0,0,1,9,1,2,0
"16154",2,5333,0.7,0,61,3563,1,0,5,4,1,0
"16155",3,-136,0.87,2,25,1556,0,0,3,0,2,0
"16156",4,-1373,0.19,5,56,1797,0,2,10,1,2,0
"16157",5,-254,0.09,1,23,0,0,1,3,1,2,0
"16158",6,-231,0.43,4,39,2091,0,4,9,1,2,0
"16159",1,5055,0.62,0,143,3087,1,6,16,5,3,0
"16160",2,-703,0.09,5,150,0,0,3,9,2,0,0
"16161",3,-639,0.38,3,41,2699,1,2,11,2,2,0
"16162",4,24,0.28,2,21,240,0,2,4,0,2,0
"16163",5,-440,0.42,1,9,0,0,0,7,0,2,0
"16164",6,-281,0.54,4,40,1731,1,2,12,1,1,0
"16165",1,-237,0.07,3,37,1206,0,6,1,0,0,0
"16166",2,-215,0.62,5,63,4977,1,12,22,2,3,0
"16167",3,-480,0.6,4,47,1879,1,3,13,2,1,0
"16168",4,49,0.78,2,17,811,0,0,6,0,1,0
"16169",5,-1703,0.77,1,11,0,0,0,11,3,4,0
"16170",6,4191,0.16,0,76,2376,1,6,2,3,3,0
"16171",1,-179,0.95,3,24,3388,1,1,10,2,0,0
"16172",2,-43,0.44,1,6,0,1,0,8,1,5,0
"16173",3,-82,0.8,2,19,1334,0,0,9,1,4,0
"16174",4,17,0.45,4,43,0,0,2,11,2,0,0
"16175",5,3032,0.93,0,48,2908,1,1,5,1,0,0
"16176",6,-94,0.04,5,42,0,0,3,1,0,0,0
"16177",1,113,0.54,2,29,0,1,1,16,2,2,0
"16178",2,-716,0.1,3,30,1330,0,5,4,1,1,0
"16179",3,-70,0.55,5,59,2577,1,3,23,3,3,0
"16180",4,2558,0.28,0,56,1983,1,2,7,1,0,0
"16181",5,85,0.11,4,43,2105,0,1,8,1,1,0
"16182",6,149,0.45,1,17,547,1,0,5,1,4,0
"16183",1,-318,0.35,5,66,2308,0,1,18,2,1,0
"16184",2,-1238,0.06,4,40,0,0,1,2,1,0,0
"16185",3,785,0.84,0,61,4527,1,0,21,2,3,0
"16186",4,-873,0.56,1,8,0,0,1,7,0,2,0
"16187",5,-154,0.38,2,10,0,0,0,5,1,0,0
"16188",6,-61,0,3,31,2095,0,0,0,0,0,0
"16189",1,-67,0.76,2,13,0,1,0,9,2,3,0
"16190",2,3934,0.31,0,48,2676,1,3,1,2,3,0
"16191",3,-187,0.68,3,31,1493,0,5,9,1,0,0
"16192",4,-321,0.79,1,7,0,0,0,7,0,4,0
"16193",5,-265,0.4,5,48,1746,0,1,8,2,1,0
"16194",6,-1,0.15,4,35,0,0,0,11,0,1,0
"16195",1,2388,0.51,3,501,358,0,8,8,0,2,1
"16196",2,29676,1,5,490,4691,1,13,8,5,2,1
"16197",3,2738,0.07,4,467,1052,0,13,0,2,3,1
"16198",4,204,0.98,1,7,0,1,0,9,1,5,1
"16199",5,32918,0.35,0,489,1515,0,19,8,1,1,1
"16200",6,331,0.02,2,161,1649,0,5,0,0,0,1
"16201",1,-172,0.17,4,57,2753,1,3,12,0,1,1
"16202",2,-264,0.55,2,54,344,0,2,14,2,0,1
"16203",3,-276,0.87,1,14,-266,0,0,10,3,8,1
"16204",4,4721,0.26,5,478,2119,1,18,8,3,3,1
"16205",5,29808,0.94,0,501,1486,1,14,3,5,3,1
"16206",6,-39,0.09,3,54,2386,0,3,4,1,0,1
"16207",1,-466,0.52,1,10,0,0,1,8,0,3,0
"16208",2,-400,0.99,2,17,986,0,1,5,1,3,0
"16209",3,34,0.03,3,36,1602,0,1,0,0,0,0
"16210",4,3075,0.72,0,58,4080,1,1,6,3,3,0
"16211",5,-366,0.25,4,50,0,0,1,5,1,3,0
"16212",6,-942,0.61,5,54,1607,1,1,11,2,0,0
"16213",1,6806,0.96,0,62,0,1,1,3,1,3,0
"16214",2,-400,0.17,4,45,1192,0,0,10,1,0,0
"16215",3,-287,0.5,2,29,0,0,0,6,2,3,0
"16216",4,-487,0.54,5,53,1430,0,4,12,1,1,0
"16217",5,-161,0.12,1,24,0,0,0,4,1,1,0
"16218",6,-342,0.49,3,38,2194,0,2,13,0,2,0
"16219",1,-749,0.09,4,40,1860,0,1,1,0,1,0
"16220",2,-165,0.87,3,19,1737,1,0,8,0,2,0
"16221",3,5564,0.51,0,49,2990,1,2,4,4,3,0
"16222",4,-501,0.56,2,20,1337,0,2,8,1,1,0
"16223",5,-692,0.28,1,16,936,0,0,6,1,2,0
"16224",6,-3,0.12,5,52,1354,0,0,5,1,2,0
"16225",1,-367,0.93,5,50,2825,1,2,22,2,4,0
"16226",2,-722,0.99,3,17,746,0,0,7,0,0,0
"16227",3,-170,0.65,2,14,-160,1,0,7,0,3,0
"16228",4,3485,0.28,0,55,0,1,2,8,3,2,0
"16229",5,-231,0.67,4,18,1504,0,0,4,0,1,0
"16230",6,-27,0.77,1,9,0,0,0,7,1,4,0
"16231",1,-2,0.76,3,26,0,1,0,14,1,3,0
"16232",2,-4,0.26,5,94,1536,1,1,14,2,1,0
"16233",3,-1036,0.84,1,8,0,0,1,7,1,4,0
"16234",4,-147,0.42,4,68,2177,0,1,10,2,4,0
"16235",5,5063,0.54,0,95,2168,1,2,10,3,3,0
"16236",6,-360,0.49,2,20,1760,0,1,10,2,1,0
"16237",1,16577,0.74,0,497,1665,1,22,12,5,4,1
"16238",2,-1309,0.6,1,19,313,0,0,8,0,3,1
"16239",3,9879,0.08,5,501,1447,0,10,2,3,2,1
"16240",4,-1004,0.25,4,73,3967,1,2,12,1,0,1
"16241",5,-1175,0.2,2,57,1598,0,3,7,0,1,1
"16242",6,-2289,0.36,3,53,1517,0,1,13,0,2,1
"16243",1,-614,0.3,2,44,462,0,5,7,1,4,0
"16244",2,15109,0.9,0,199,2098,1,8,5,6,3,0
"16245",3,-768,0.05,3,45,1876,0,4,0,0,0,0
"16246",4,-257,0.89,5,209,3358,1,7,27,3,2,0
"16247",5,-813,0.96,1,6,0,0,0,6,0,4,0
"16248",6,-659,0.1,4,75,1826,0,1,0,0,0,0
"16249",1,1283,0.41,0,27,3425,1,1,8,5,3,0
"16250",2,-956,0.68,6,33,1688,1,1,13,0,2,0
"16251",3,-403,0.05,1,21,0,0,0,0,0,0,0
"16252",4,-1927,0.51,4,26,1412,1,1,8,1,5,0
"16253",5,-252,0.12,3,23,1016,0,0,2,0,0,0
"16254",6,-77,0.26,2,23,2074,0,0,12,2,1,0
"16255",1,-338,0.1,5,69,2066,0,1,5,2,3,0
"16256",2,-107,0.38,3,55,0,1,0,18,0,4,0
"16257",3,-63,0.72,4,60,1192,0,9,7,1,1,0
"16258",4,-96,0.31,1,21,602,0,1,9,1,0,0
"16259",5,6231,0.11,0,65,3184,1,4,5,2,3,0
"16260",6,-133,0,2,30,999,0,2,0,0,0,0
"16261",1,-342,0.03,5,46,1730,0,0,0,0,0,0
"16262",2,-445,0.1,2,34,1632,0,6,4,0,0,0
"16263",3,-2506,0.66,3,36,3273,0,0,20,3,2,0
"16264",4,-1782,0.7,1,11,0,0,0,13,0,4,0
"16265",5,-1530,0.06,4,40,1808,0,1,0,0,0,0
"16266",6,7537,0.41,0,49,3410,1,3,7,2,1,0
"16267",1,-429,0.14,5,121,2637,1,3,17,2,0,0
"16268",2,-82,0.88,1,11,0,0,1,6,1,5,0
"16269",3,7572,0.27,0,107,1520,0,8,6,4,2,0
"16270",4,-556,0.89,2,32,2235,0,3,7,1,1,0
"16271",5,-10,0.4,3,53,2840,1,1,15,3,1,0
"16272",6,-77,0.29,4,59,581,1,0,11,2,3,0
"16273",1,-62,0.29,4,39,2145,0,1,13,2,2,0
"16274",2,-22,0.96,1,20,876,0,3,4,1,2,0
"16275",3,3869,0.82,0,57,2938,0,1,7,2,4,0
"16276",4,-752,0.15,2,22,1019,0,0,6,3,3,0
"16277",5,-244,0.34,3,31,389,1,2,7,0,2,0
"16278",6,-83,0.75,5,50,2241,0,4,14,1,3,0
"16279",1,-288,0.75,1,17,96,0,0,10,0,0,0
"16280",2,2960,0.4,0,51,2289,1,2,5,1,2,0
"16281",3,-831,0,2,30,1684,0,2,0,0,0,0
"16282",4,-280,0.69,3,35,2778,1,1,6,0,2,0
"16283",5,-710,0.13,4,49,0,0,2,6,2,0,0
"16284",6,-333,0.88,5,62,1304,0,3,16,2,0,0
"16285",1,3899,0.65,0,63,3191,1,2,10,3,4,0
"16286",2,-773,0.59,5,68,1849,0,1,17,1,0,0
"16287",3,-217,0.98,2,32,543,0,7,5,1,2,0
"16288",4,-1809,0.78,3,48,0,1,3,17,2,2,0
"16289",5,-248,0,4,64,0,0,1,0,0,0,0
"16290",6,-373,0.17,1,35,1029,0,0,3,1,2,0
"16291",1,-417,0.02,3,43,0,0,0,0,0,0,0
"16292",2,12204,0.87,0,77,2327,1,6,4,3,1,0
"16293",3,-391,0.01,2,30,1650,0,0,0,0,0,0
"16294",4,-297,0.14,5,79,1281,0,3,11,2,3,0
"16295",5,-510,0.67,4,68,1776,1,9,14,2,1,0
"16296",6,-140,0.23,1,28,0,0,3,9,3,3,0
"16297",1,-1068,0.47,1,16,522,0,1,11,0,0,0
"16298",2,1532,0.73,0,59,4542,1,5,11,3,2,0
"16299",3,-56,0.42,5,56,1669,1,3,19,2,1,0
"16300",4,-433,0.22,3,19,2216,0,1,11,1,1,0
"16301",5,-486,0.52,4,25,182,0,0,4,0,4,0
"16302",6,-4,0.97,2,17,0,0,0,5,1,3,0
"16303",1,-267,0.14,3,21,1597,0,0,4,0,2,0
"16304",2,-3,0.46,1,13,0,1,3,6,0,5,0
"16305",3,-1057,0.53,4,30,3407,0,0,12,1,2,0
"16306",4,-972,0.49,2,17,0,0,2,7,0,4,0
"16307",5,2723,0.72,0,47,2662,1,2,6,2,0,0
"16308",6,-171,0.31,5,39,829,0,4,12,0,0,0
"16309",1,-282,0.03,5,84,1457,0,9,0,0,0,0
"16310",2,769,0.8,0,85,2926,1,6,15,3,1,0
"16311",3,-885,0.5,4,62,0,1,3,15,3,1,0
"16312",4,-240,0.66,3,37,623,0,3,14,1,3,0
"16313",5,-192,0.78,1,27,2153,0,2,13,1,0,0
"16314",6,-289,0.47,2,27,0,0,3,8,1,0,0
"16315",1,-182,0.05,3,42,1838,0,2,1,0,1,0
"16316",2,11745,0.53,0,70,3240,1,5,5,3,2,0
"16317",3,-568,0.34,5,77,1860,0,0,15,2,3,0
"16318",4,-71,0.29,1,38,856,1,0,10,0,4,0
"16319",5,-382,0.14,2,37,0,0,2,2,0,0,0
"16320",6,-204,0.06,4,70,2165,0,5,4,1,0,0
"16321",1,13,0.56,4,59,2481,0,5,7,1,0,1
"16322",2,29305,0.37,0,485,2356,0,24,3,5,4,1
"16323",3,123,0.57,5,501,1819,1,18,13,3,2,1
"16324",4,-47,0.18,1,26,930,0,0,6,1,2,1
"16325",5,-172,0.62,3,40,1927,1,0,9,1,2,1
"16326",6,-107,0.38,2,30,0,0,0,6,1,2,1
"16327",1,-12,0.74,4,35,0,1,0,9,1,3,0
"16328",2,-155,0.71,5,96,3457,1,4,18,3,0,0
"16329",3,-186,0.38,3,19,434,0,0,5,0,4,0
"16330",4,5673,0.78,0,93,2635,1,3,10,4,0,0
"16331",5,-509,0.95,1,5,0,0,0,5,0,5,0
"16332",6,-66,0.59,2,17,794,0,1,10,2,3,0
"16333",1,-56,0.98,3,33,1463,0,1,8,2,1,1
"16334",2,-49,0.59,1,19,475,1,0,5,1,4,1
"16335",3,2317,0.63,5,501,3230,0,17,8,3,5,1
"16336",4,-24,0.94,4,103,2460,1,3,10,1,0,1
"16337",5,53,0.55,2,34,0,0,1,11,2,5,1
"16338",6,35300,0.47,0,493,1994,1,14,5,5,2,1
"16339",1,103,0.48,3,26,2183,1,0,7,1,3,1
"16340",2,967,0.55,5,501,2485,1,11,19,6,1,1
"16341",3,-73,0.9,2,19,0,0,0,7,1,3,1
"16342",4,266,0.81,4,25,1166,0,2,8,0,4,1
"16343",5,12261,0.45,0,500,0,1,16,24,6,0,1
"16344",6,295,0.72,1,11,0,0,0,8,0,0,1
"16345",1,7861,0.77,0,121,2189,1,8,6,4,3,0
"16346",2,-493,0.8,2,23,2635,1,0,18,3,3,0
"16347",3,-504,0.2,4,54,1892,0,4,7,1,2,0
"16348",4,107,0.03,3,36,0,0,1,1,0,0,0
"16349",5,-58,0.42,5,132,1556,0,7,19,3,3,0
"16350",6,-336,0.83,1,22,0,0,0,5,0,1,0
"16351",1,-380,0.37,1,10,0,0,0,9,2,4,0
"16352",2,-1055,0.87,5,81,3889,0,1,25,4,2,0
"16353",3,7670,0.41,0,81,0,0,2,4,1,0,0
"16354",4,-91,0.17,4,70,1358,0,1,8,2,3,0
"16355",5,-853,0.06,3,44,1722,0,3,0,0,0,0
"16356",6,-422,0.94,2,38,1858,1,4,8,0,0,0
"16357",1,3107,0.63,0,44,2383,1,3,6,3,2,0
"16358",2,-879,0.42,4,33,689,0,3,10,1,4,0
"16359",3,-489,0.12,1,30,1719,0,2,7,1,1,0
"16360",4,-226,0.47,5,43,3434,0,0,14,1,3,0
"16361",5,-1579,0.27,2,31,524,0,3,5,0,0,0
"16362",6,-885,0.04,3,38,1812,0,2,2,1,0,0
"16363",1,17119,0.46,5,482,2967,1,12,8,3,1,1
"16364",2,-317,0.13,4,93,1863,0,2,11,2,0,1
"16365",3,-24,0.14,2,47,1144,0,2,3,1,3,1
"16366",4,29,0.8,1,33,2111,0,3,9,2,2,1
"16367",5,-350,0.15,3,71,1708,0,4,5,1,0,1
"16368",6,19862,0.11,0,503,1637,1,13,4,5,3,1
"16369",1,2719,0.46,0,38,2530,0,2,4,3,3,0
"16370",2,-716,0.79,4,28,0,0,4,7,1,3,0
"16371",3,-327,0.63,3,25,3301,1,1,9,1,3,0
"16372",4,-423,0.11,5,30,1945,0,3,2,0,0,0
"16373",5,-30,0.28,2,16,126,0,3,6,1,3,0
"16374",6,-46,0.65,1,4,0,0,1,4,0,0,0
"16375",1,212,0.68,2,31,2290,1,0,16,1,1,1
"16376",2,40,0.94,3,85,3465,0,6,18,5,0,1
"16377",3,-199,0.79,1,7,0,0,0,7,0,0,1
"16378",4,49,0.04,4,134,1585,0,5,0,0,0,1
"16379",5,24390,0.3,0,497,1594,0,13,11,2,2,1
"16380",6,7461,0.78,5,501,1216,1,11,17,8,4,1
"16381",1,-206,0.63,4,58,0,1,2,20,3,3,0
"16382",2,606,0.6,0,93,2337,1,2,12,2,2,0
"16383",3,-466,0.1,5,103,1960,1,6,15,3,0,0
"16384",4,-363,0.86,3,22,706,0,1,6,1,2,0
"16385",5,-136,0.8,1,9,0,0,0,4,1,3,0
"16386",6,-360,0.5,2,23,0,0,1,7,1,0,0
"16387",1,3270,0.61,5,495,1974,1,10,7,0,2,1
"16388",2,-1126,0.06,3,187,0,0,5,1,0,0,1
"16389",3,-1278,0.65,1,18,856,0,0,7,1,4,1
"16390",4,48681,0.73,0,494,3408,1,13,4,5,6,1
"16391",5,879,0.17,4,501,2366,0,15,4,3,2,1
"16392",6,-1314,0.41,2,44,2030,0,0,9,2,0,1
"16393",1,-66,0.01,1,37,1684,0,3,0,0,0,0
"16394",2,-780,0.6,3,44,887,0,1,8,1,4,0
"16395",3,-313,0.29,5,216,0,1,16,20,5,2,0
"16396",4,18495,0.36,0,220,3590,1,5,8,6,4,0
"16397",5,-50,0.62,4,43,1730,1,6,10,1,0,0
"16398",6,-45,0,2,42,1926,0,0,0,0,0,0
"16399",1,-613,0.09,5,53,1539,0,7,2,1,1,0
"16400",2,-60,0.77,3,41,2074,1,0,16,1,3,0
"16401",3,-360,0.84,1,14,-360,1,0,10,0,5,0
"16402",4,-729,0.21,4,52,1403,0,0,9,0,1,0
"16403",5,-317,0.19,2,17,1583,0,0,5,1,0,0
"16404",6,4069,0.79,0,61,1691,1,1,4,2,1,0
"16405",1,-246,0.9,3,24,223,0,2,9,0,2,0
"16406",2,1462,0.59,0,48,2542,1,2,4,3,4,0
"16407",3,-990,0.51,4,30,3694,1,1,13,1,0,0
"16408",4,-527,0.33,2,23,1862,0,0,13,1,3,0
"16409",5,36,0.43,1,5,0,0,1,8,0,6,0
"16410",6,-941,0.06,5,41,1497,0,2,0,0,0,0
"16411",1,-512,0.69,3,25,1228,0,1,9,0,2,0
"16412",2,-8,0.23,5,126,1860,0,7,19,3,3,0
"16413",3,-215,0.67,1,17,615,0,1,7,1,3,0
"16414",4,-467,0.26,2,20,1531,0,1,1,0,0,0
"16415",5,6618,0.56,0,136,3424,1,2,10,7,2,0
"16416",6,-69,0.07,4,48,1320,0,1,0,0,0,0
"16417",1,279,0.01,3,66,1896,0,3,0,0,0,1
"16418",2,128,0.57,1,22,1016,0,0,9,2,3,1
"16419",3,-31,0.93,2,35,624,1,2,15,3,4,1
"16420",4,-238,0.78,5,360,2567,1,47,22,5,3,1
"16421",5,12369,0.39,5,500,2378,1,20,8,4,0,1
"16422",6,25003,0.67,0,501,2109,1,20,10,4,5,1
"16423",1,-426,0.7,4,36,1168,0,1,12,1,3,0
"16424",2,-1142,0.88,5,48,1803,0,1,15,0,3,0
"16425",3,-674,0.65,1,21,2176,0,3,9,2,1,0
"16426",4,-265,0.76,2,24,0,0,2,7,1,1,0
"16427",5,2482,0.82,0,49,1534,1,1,6,3,1,0
"16428",6,-176,0.79,3,28,1849,0,1,10,2,3,0
"16429",1,65,0.65,2,30,1317,0,3,8,0,2,0
"16430",2,-785,0.6,4,54,687,1,2,19,0,0,0
"16431",3,-546,0,3,41,1329,0,0,0,0,0,0
"16432",4,-13,0.13,5,61,1722,0,2,7,2,1,0
"16433",5,930,0.48,0,64,0,1,0,9,3,2,0
"16434",6,66,0.36,1,31,0,0,1,7,1,3,0
"16435",1,-247,0.61,5,84,0,1,1,22,4,4,0
"16436",2,6697,0.64,0,89,1462,1,2,7,3,2,0
"16437",3,30,0.52,3,25,1542,0,4,0,0,0,0
"16438",4,-517,0.75,3,27,2201,0,1,12,0,4,0
"16439",5,-223,0.45,1,24,1205,0,2,6,2,2,0
"16440",6,-167,0.95,4,46,1268,0,1,13,1,2,0
"16441",1,28466,0.98,0,503,0,0,11,5,4,3,1
"16442",2,-516,0.28,3,44,1086,0,5,5,1,3,1
"16443",3,-267,0.82,2,25,767,0,2,6,1,4,1
"16444",4,11365,0.51,5,497,2865,1,18,7,4,0,1
"16445",5,-244,0.38,1,20,0,0,0,7,2,5,1
"16446",6,-151,0.78,4,260,0,0,7,9,1,1,1
"16447",1,-1161,0.97,3,25,997,0,1,11,1,2,0
"16448",2,3606,0.51,0,139,2368,1,5,19,4,1,0
"16449",3,23,0.65,1,8,0,0,1,6,1,3,0
"16450",4,-119,0.08,5,137,1752,0,6,9,2,0,0
"16451",5,-161,0.25,2,27,261,0,2,6,0,2,0
"16452",6,-35,0.99,4,94,2349,0,2,32,4,5,0
"16453",1,196,0.83,1,6,0,1,0,8,1,0,1
"16454",2,987,0.38,2,86,2621,1,2,13,3,3,1
"16455",3,9672,0.57,4,499,907,1,18,3,3,0,1
"16456",4,16826,0.26,0,501,4295,1,13,10,4,2,1
"16457",5,17887,0.13,5,482,1308,0,15,0,1,0,1
"16458",6,1039,0.11,3,108,0,0,2,2,0,0,1
"16459",1,-793,0.69,3,94,1944,0,1,25,3,3,0
"16460",2,-901,0.12,2,39,200,0,6,2,0,2,0
"16461",3,-1354,0.08,4,96,1760,0,3,4,0,1,0
"16462",4,-1558,0.41,1,20,1579,0,1,12,1,2,0
"16463",5,-1357,0.28,5,414,2880,1,17,26,5,0,0
"16464",6,26417,0.21,0,415,0,1,15,7,3,2,0
"16465",1,1586,0.45,3,501,1576,1,11,6,1,1,1
"16466",2,6535,0.23,4,493,989,0,10,1,1,2,1
"16467",3,198,0.27,1,54,909,0,4,3,0,3,1
"16468",4,10022,0.58,5,501,3541,1,11,14,5,2,1
"16469",5,-9,0.08,2,70,0,0,1,0,0,0,1
"16470",6,51121,0.53,0,501,1382,0,14,3,3,4,1
"16471",1,10377,0.89,5,475,2310,1,12,7,4,0,1
"16472",2,-250,0.51,1,27,506,0,1,7,0,0,1
"16473",3,3841,0.56,4,501,1886,0,15,10,4,4,1
"16474",4,-196,0.19,3,137,1624,0,9,8,2,1,1
"16475",5,37537,0.99,0,476,1264,1,12,8,2,2,1
"16476",6,-292,0.74,2,27,1561,0,3,3,0,0,1
"16477",1,2485,0.68,0,48,2039,0,4,10,2,2,0
"16478",2,-7,0.48,5,49,3854,1,1,14,1,1,0
"16479",3,-110,0.79,1,16,100,0,0,8,1,3,0
"16480",4,-285,0.99,2,21,1595,0,1,6,1,3,0
"16481",5,-543,0.67,3,24,31,0,1,11,0,0,0
"16482",6,-631,0,4,22,1235,0,1,0,0,0,0
"16483",1,-30,0.08,5,85,2542,0,1,9,1,0,0
"16484",2,-1054,0.34,3,31,0,1,4,14,3,2,0
"16485",3,6268,0.64,0,82,1706,1,2,11,6,4,0
"16486",4,-93,0.05,4,45,2060,0,1,2,1,0,0
"16487",5,-886,0.42,1,11,0,1,3,6,1,2,0
"16488",6,-2159,0.98,2,16,-134,1,0,10,1,4,0
"16489",1,-1751,0.35,2,61,2711,1,4,9,2,3,1
"16490",2,33481,0.61,0,497,2497,1,13,6,6,1,1
"16491",3,4217,0.65,5,501,2079,1,12,12,2,3,1
"16492",4,-1262,0.11,4,166,1542,0,6,2,0,0,1
"16493",5,-2026,0.59,1,21,284,0,1,13,2,3,1
"16494",6,-2130,0.93,3,77,0,1,1,24,5,3,1
"16495",1,4086,0.94,0,43,4213,1,8,2,2,3,0
"16496",2,-12,0.9,5,47,0,1,2,13,1,3,0
"16497",3,-250,0.02,4,45,1173,0,1,0,0,0,0
"16498",4,-400,0.78,3,15,0,0,0,10,0,0,0
"16499",5,-297,0.37,1,7,0,0,0,7,1,3,0
"16500",6,-790,0.82,2,11,0,1,1,8,2,4,0
"16501",1,-1168,0.99,1,20,0,0,2,8,1,4,1
"16502",2,-878,0.39,4,84,2219,1,4,15,3,2,1
"16503",3,17074,0.85,0,494,3119,1,13,9,6,1,1
"16504",4,11971,0.49,5,501,3092,1,10,16,4,3,1
"16505",5,-876,0.46,3,60,0,1,3,9,1,3,1
"16506",6,-1302,0.87,2,27,1425,0,0,10,1,3,1
"16507",1,-31,0.29,2,22,489,0,5,9,2,2,0
"16508",2,-17,0.85,3,27,0,1,0,10,1,1,0
"16509",3,-760,0.33,5,43,0,1,0,15,1,2,0
"16510",4,2027,0.38,0,55,2119,1,1,4,3,0,0
"16511",5,-219,0.91,1,5,0,0,0,6,1,0,0
"16512",6,-13,0.16,4,26,1910,0,2,10,1,0,0
"16513",1,-674,0.24,4,36,1378,0,1,13,0,2,0
"16514",2,-310,0.23,3,23,1100,0,0,5,1,3,0
"16515",3,-174,0.67,2,19,206,0,0,9,2,3,0
"16516",4,-24,0.69,1,6,0,0,0,6,1,4,0
"16517",5,-333,0.71,5,110,2740,0,8,26,3,4,0
"16518",6,1395,0.93,0,107,3736,1,4,20,1,1,0
"16519",1,-1089,0.66,2,14,-1039,0,0,7,0,3,0
"16520",2,-429,0.7,5,67,0,1,3,19,1,2,0
"16521",3,-158,0.53,1,4,0,0,0,5,1,0,0
