"","players","player.cash","player.comfort","bankrupt.players","turn","total.value.fifteen","owned.blue","times.in.jail","properties.sold","color.sets","props.at.five","stale.mate"
"16522",4,577,0.58,0,74,4252,1,2,15,2,2,0
"16523",5,-8,0.82,3,18,0,0,0,9,1,3,0
"16524",6,-657,0.57,4,48,3061,0,0,16,2,0,0
"16525",1,-760,0.39,1,6,0,0,0,7,1,5,0
"16526",2,-849,0.58,3,15,171,0,0,13,1,0,0
"16527",3,3874,0.28,0,54,3934,1,1,9,2,1,0
"16528",4,-955,0.61,5,51,2855,0,1,17,2,0,0
"16529",5,-368,0.98,2,7,0,1,0,7,2,4,0
"16530",6,-591,0.87,4,36,0,0,2,9,2,0,0
"16531",1,-1977,0.9,4,62,2358,0,1,14,1,0,1
"16532",2,10058,0.41,5,494,0,1,18,11,6,1,1
"16533",3,-1966,0.33,1,15,392,0,0,3,1,3,1
"16534",4,-2299,0.5,2,37,1226,0,0,11,1,5,1
"16535",5,18275,0.19,0,501,0,0,14,6,2,3,1
"16536",6,-1779,0.65,3,54,1513,1,6,14,3,2,1
"16537",1,-121,0.77,4,109,1005,0,1,17,4,4,0
"16538",2,-175,0.18,2,49,938,0,1,3,1,3,0
"16539",3,-77,0.27,5,433,1641,1,20,16,3,2,0
"16540",4,-23,0.53,3,50,2168,1,4,8,1,1,0
"16541",5,14,0.82,1,20,1190,0,0,6,1,2,0
"16542",6,27746,0.55,0,428,2895,0,19,4,6,1,0
"16543",1,-436,0.19,5,55,1216,1,5,5,1,0,0
"16544",2,-514,0.87,3,30,2179,0,0,10,1,1,0
"16545",3,-706,0.81,1,22,179,1,0,6,1,0,0
"16546",4,2310,0.32,0,62,4289,0,1,1,2,4,0
"16547",5,-360,0.23,2,23,405,0,3,7,0,4,0
"16548",6,-992,0.13,4,58,1028,0,5,3,1,0,0
"16549",1,-207,0.44,2,24,160,1,0,8,1,3,1
"16550",2,27444,0.86,0,489,3193,1,12,9,5,0,1
"16551",3,-509,0.36,4,69,0,1,1,17,3,1,1
"16552",4,-224,0.05,3,60,1336,0,4,0,0,0,1
"16553",5,1335,0.3,5,502,0,1,17,5,3,0,1
"16554",6,-330,0.55,1,17,0,0,1,9,1,2,1
"16555",1,-88,0.04,3,44,0,0,2,0,0,0,0
"16556",2,-1028,0.4,4,48,2117,0,1,14,2,0,0
"16557",3,-176,0.45,2,16,774,1,0,13,0,1,0
"16558",4,-554,0.3,5,84,3239,0,3,23,1,3,0
"16559",5,4177,0.08,0,86,0,0,1,6,3,0,0
"16560",6,-101,0.63,1,9,0,0,0,11,0,6,0
"16561",1,-225,0.15,3,47,1347,0,0,7,0,2,0
"16562",2,-496,0.84,5,160,2527,1,7,19,3,1,0
"16563",3,12016,0.22,0,154,3944,1,5,2,5,3,0
"16564",4,-136,0.39,4,45,1489,0,3,8,2,3,0
"16565",5,30,0.74,2,21,422,0,3,5,1,5,0
"16566",6,-3,0.21,1,18,405,0,0,2,0,2,0
"16567",1,-113,0.66,3,47,502,0,1,7,0,1,0
"16568",2,-118,0.08,4,54,2202,0,4,2,0,0,0
"16569",3,-403,0.9,2,30,640,1,0,10,2,4,0
"16570",4,-116,0.31,1,27,1193,0,1,5,2,3,0
"16571",5,11214,0.48,0,134,2606,1,8,6,5,0,0
"16572",6,-128,0.22,5,126,2252,1,5,19,3,0,0
"16573",1,-601,0.07,5,117,0,0,4,8,2,0,0
"16574",2,-866,0.05,3,52,1976,0,4,0,0,0,0
"16575",3,-662,0.06,4,70,1821,0,5,3,1,0,0
"16576",4,-255,0.39,1,18,2256,1,1,10,0,4,0
"16577",5,-30,0.01,2,40,1816,0,1,0,0,0,0
"16578",6,9768,0.63,0,104,1820,1,4,7,3,4,0
"16579",1,8136,0.8,0,104,4036,1,3,9,5,4,0
"16580",2,-49,0.41,3,35,992,0,7,8,1,0,0
"16581",3,-276,0.86,5,97,0,0,2,19,3,0,0
"16582",4,-519,0.38,4,39,2211,0,3,9,1,0,0
"16583",5,-64,0.43,1,5,0,0,0,5,0,5,0
"16584",6,-735,0.2,2,25,1587,0,0,5,1,1,0
"16585",1,2057,0.73,0,55,1618,1,1,10,2,3,0
"16586",2,-155,0.51,2,23,0,0,0,6,1,2,0
"16587",3,-718,0.72,4,47,1461,0,0,10,0,1,0
"16588",4,-1216,0.8,5,49,3743,0,0,21,2,4,0
"16589",5,-276,0.46,3,25,1506,1,1,9,1,3,0
"16590",6,-82,0.15,1,13,0,0,3,4,1,4,0
"16591",1,-2412,0.02,2,118,1475,0,6,0,0,0,1
"16592",2,-909,0.14,3,368,2456,0,24,8,2,1,1
"16593",3,12141,0.33,5,480,0,1,16,6,4,1,1
"16594",4,-2720,0.04,1,50,1430,0,10,0,0,0,1
"16595",5,38057,0.49,0,488,1154,0,14,9,2,4,1
"16596",6,6778,0.86,4,501,1176,1,18,11,2,1,1
"16597",1,476,0.95,0,57,4431,1,2,4,3,1,0
"16598",2,-609,0.34,4,27,862,1,1,5,2,1,0
"16599",3,-686,0.65,1,7,0,0,1,8,1,3,0
"16600",4,-303,0.22,3,29,569,0,1,5,1,3,0
"16601",5,-84,0.97,5,64,3048,0,2,14,1,0,0
"16602",6,-680,0.96,2,25,26,0,0,5,1,3,0
"16603",1,1720,0.67,0,46,4571,1,1,12,2,1,0
"16604",2,-902,0.42,2,12,0,0,0,10,1,2,0
"16605",3,101,0.89,1,7,0,0,0,8,0,5,0
"16606",4,-442,0.46,5,51,2841,1,2,22,3,0,0
"16607",5,-11,0.07,4,42,1547,0,1,0,0,0,0
"16608",6,-1116,0.75,3,16,-344,0,0,12,2,3,0
"16609",1,-178,0.31,2,17,332,0,3,6,2,2,0
"16610",2,-22,0.91,4,45,3038,0,0,10,2,5,0
"16611",3,-206,0.66,5,79,2187,1,8,13,2,0,0
"16612",4,-208,0.71,3,33,2211,1,1,11,0,2,0
"16613",5,-71,0.33,1,7,0,0,0,2,0,0,0
"16614",6,2542,0.15,0,73,2092,1,1,3,3,2,0
"16615",1,-245,0.07,3,52,1806,0,5,2,0,1,0
"16616",2,-398,0.12,5,121,1563,0,8,9,2,0,0
"16617",3,-40,0.48,4,104,2363,1,6,25,3,3,0
"16618",4,-217,0.53,2,24,1031,0,5,8,0,0,0
"16619",5,2309,0.62,0,123,2952,1,8,14,4,1,0
"16620",6,-113,0.8,1,16,137,1,0,5,1,2,0
"16621",1,-1659,0.25,4,194,1257,1,5,14,4,4,1
"16622",2,-1589,0.07,1,77,1548,0,4,0,0,0,1
"16623",3,26788,0.68,0,500,2306,1,15,9,4,0,1
"16624",4,19636,0.45,5,501,1912,1,15,8,6,3,1
"16625",5,-1650,0.42,3,163,0,0,8,12,2,2,1
"16626",6,-1588,0.08,2,138,1655,0,1,1,0,0,1
"16627",1,-320,0.08,3,49,1554,0,1,4,1,0,0
"16628",2,-17,0.33,4,71,1126,0,7,9,2,3,0
"16629",3,8064,0.8,0,130,3866,1,5,8,7,0,0
"16630",4,-35,0.76,5,139,0,0,6,16,2,3,0
"16631",5,-422,0,2,35,1688,0,1,0,0,0,0
"16632",6,11,0.9,1,12,0,0,0,7,1,4,0
"16633",1,-542,0.85,1,25,0,0,0,7,2,0,0
"16634",2,2112,0.33,0,66,2014,1,3,7,3,0,0
"16635",3,-16,0.13,3,42,1734,0,1,7,1,0,0
"16636",4,-545,0.37,4,67,1134,0,0,12,1,0,0
"16637",5,-19,0.41,2,28,0,1,3,8,1,0,0
"16638",6,-1594,0.93,5,74,0,0,2,23,3,5,0
"16639",1,3655,0.84,0,43,3027,1,0,8,2,1,0
"16640",2,-765,0.42,5,43,2464,0,0,12,2,3,0
"16641",3,-654,0.65,2,16,-227,0,1,7,0,3,0
"16642",4,-497,0.81,3,19,1047,1,0,9,1,4,0
"16643",5,-296,0.91,1,14,-296,1,0,5,1,0,0
"16644",6,-305,0.82,4,43,0,1,2,11,1,0,0
"16645",1,-173,0.08,5,36,1352,0,2,4,0,0,0
"16646",2,-99,0.46,3,19,971,1,1,11,1,2,0
"16647",3,-414,0.82,2,15,896,0,0,12,2,2,0
"16648",4,-278,0,4,25,1588,0,0,0,0,0,0
"16649",5,-291,0.69,1,5,0,0,0,6,0,6,0
"16650",6,4286,0.56,0,38,3464,1,0,8,2,1,0
"16651",1,-758,0.04,3,36,2152,0,1,1,0,0,0
"16652",2,-893,0.02,4,53,0,0,2,0,0,0,0
"16653",3,-895,0.31,2,23,1962,0,1,10,1,1,0
"16654",4,1851,0.87,0,81,1658,1,2,11,5,1,0
"16655",5,-485,0.93,1,8,0,1,0,10,1,0,0
"16656",6,-609,0.91,5,83,3456,1,7,26,1,0,0
"16657",1,8886,0.69,0,61,2464,1,0,6,1,1,0
"16658",2,-83,0.92,3,42,1869,0,1,12,0,3,0
"16659",3,-1089,0.14,5,51,2508,0,3,16,2,2,0
"16660",4,-593,0.02,4,49,1952,0,4,0,0,0,0
"16661",5,-226,0.13,1,17,1348,0,1,5,0,1,0
"16662",6,-1123,0.5,2,17,853,0,0,7,1,4,0
"16663",1,-6,0.44,5,39,1846,1,1,12,2,0,0
"16664",2,-7,0.57,3,28,1992,1,0,14,2,3,0
"16665",3,943,0.66,0,45,4950,1,0,9,4,4,0
"16666",4,-185,0.65,4,31,0,0,0,11,1,0,0
"16667",5,-52,0.96,2,12,0,0,1,6,0,5,0
"16668",6,-1246,0.64,1,9,0,0,0,8,1,2,0
"16669",1,-9,0.3,4,45,0,0,5,8,1,0,0
"16670",2,2284,0.7,0,66,1391,1,0,10,1,0,0
"16671",3,-31,0.75,1,14,-21,0,1,6,0,2,0
"16672",4,-627,0.46,5,64,2257,0,0,17,2,3,0
"16673",5,-80,0.41,2,18,476,0,2,7,0,3,0
"16674",6,-865,0.65,3,31,2020,0,0,5,1,1,0
"16675",1,32672,0.19,0,502,1921,1,19,4,3,3,1
"16676",2,-59,0.5,4,233,2918,0,8,13,1,1,1
"16677",3,-85,0.56,1,22,220,0,4,3,1,3,1
"16678",4,-44,0.37,3,45,939,0,6,4,1,2,1
"16679",5,-18,0.79,2,33,0,0,3,7,2,0,1
"16680",6,7490,0.38,5,491,3627,1,19,6,5,2,1
"16681",1,-2938,0.27,2,22,666,0,1,7,2,4,1
"16682",2,22130,0.42,0,489,2561,1,17,8,0,3,1
"16683",3,5636,0.94,4,491,2144,1,10,7,4,0,1
"16684",4,-3326,0.91,1,22,761,1,1,8,2,0,1
"16685",5,19627,0.14,5,502,1690,0,9,1,2,0,1
"16686",6,6956,0.97,3,483,1947,0,9,3,2,1,1
"16687",1,10479,0.06,0,141,1609,1,0,2,4,0,0
"16688",2,-223,0.75,1,28,538,1,1,10,0,2,0
"16689",3,-1983,0.07,4,83,1595,0,1,1,0,1,0
"16690",4,-217,0.43,3,69,2506,1,6,9,1,3,0
"16691",5,-799,0.25,5,133,3024,1,9,23,4,1,0
"16692",6,-535,0.2,2,30,933,0,1,3,1,0,0
"16693",1,5878,0.43,5,501,5750,1,9,11,4,2,1
"16694",2,-1582,0.44,2,18,857,1,2,9,1,3,1
"16695",3,26925,0.69,0,498,1079,1,10,7,4,0,1
"16696",4,-2195,0.7,1,5,0,0,0,6,0,6,1
"16697",5,-1298,0.21,3,21,1238,0,1,5,1,2,1
"16698",6,-1690,0.08,4,38,1868,0,1,0,0,0,1
"16699",1,-1961,0.54,3,57,2936,1,7,14,2,2,1
"16700",2,-1160,0,4,75,1981,0,2,0,0,0,1
"16701",3,7122,0.1,5,492,2170,0,23,6,1,0,1
"16702",4,-1313,0.16,1,18,300,0,1,8,3,4,1
"16703",5,-1274,0.8,2,24,251,0,0,10,2,0,1
"16704",6,27391,0.63,0,501,2577,1,6,10,7,1,1
"16705",1,-212,0.09,4,108,1542,0,4,3,1,2,1
"16706",2,-204,0.3,3,105,1536,0,8,11,3,0,1
"16707",3,26632,0.99,0,502,3260,1,21,6,4,4,1
"16708",4,-82,0.02,2,66,1854,0,3,0,0,0,1
"16709",5,12546,0.64,5,495,1873,0,13,9,4,0,1
"16710",6,40,0.12,1,18,0,0,1,4,1,2,1
"16711",1,7248,0.34,0,72,2981,0,3,10,4,2,0
"16712",2,86,0.69,2,20,466,1,1,9,0,0,0
"16713",3,-316,0.3,3,42,1742,0,0,13,2,0,0
"16714",4,-512,0.53,5,70,0,1,2,21,2,3,0
"16715",5,96,0.16,1,15,996,0,0,4,0,0,0
"16716",6,-130,0.15,4,45,2406,1,3,12,2,0,0
"16717",1,2888,0.56,0,58,1644,1,2,9,3,1,0
"16718",2,-187,0.39,4,51,2728,0,2,10,1,4,0
"16719",3,-38,0.46,5,65,4079,1,1,23,1,2,0
"16720",4,-6,0.7,3,13,0,1,0,4,1,1,0
"16721",5,-1316,0.84,2,13,0,0,1,7,1,2,0
"16722",6,-785,0.21,1,6,0,1,0,6,1,4,0
"16723",1,-1580,0.72,3,36,2425,0,7,12,1,2,0
"16724",2,-176,0.33,2,12,0,0,1,3,0,1,0
"16725",3,73,0.13,4,60,1523,0,6,7,2,1,0
"16726",4,-660,0.54,1,11,0,0,0,9,1,4,0
"16727",5,-34,0.04,5,96,1847,0,5,1,0,0,0
"16728",6,6630,0.26,0,97,3027,1,3,6,4,3,0
"16729",1,-88,0.56,5,106,3025,0,0,18,1,2,0
"16730",2,-150,0.87,3,19,1652,0,1,7,0,2,0
"16731",3,-168,0.45,4,56,1238,0,4,5,1,2,0
"16732",4,-178,0.78,2,15,882,0,1,6,1,4,0
"16733",5,79,0.9,0,116,0,1,2,13,5,4,0
"16734",6,-162,0.58,1,13,0,0,1,5,0,2,0
"16735",1,932,0.23,0,63,3594,1,3,7,3,0,0
"16736",2,-382,0.97,2,12,0,0,0,7,1,5,0
"16737",3,-284,0.93,3,24,2088,1,1,10,1,0,0
"16738",4,-313,0.74,4,34,331,0,1,14,1,2,0
"16739",5,-608,0.25,1,6,0,0,1,6,1,4,0
"16740",6,-691,0.64,5,57,1740,0,3,25,0,1,0
"16741",1,37051,0.6,0,494,0,1,12,10,6,0,1
"16742",2,-1346,0.8,1,7,0,0,0,4,0,2,1
"16743",3,-1487,0.85,2,17,411,0,0,10,1,0,1
"16744",4,-1239,0.39,3,155,852,1,6,12,2,4,1
"16745",5,-1243,0.9,4,193,2943,0,5,21,5,1,1
"16746",6,1222,0.71,5,501,3020,1,16,7,2,1,1
"16747",1,-432,0.35,1,22,841,1,3,6,1,2,1
"16748",2,-259,0.42,3,50,1623,0,1,6,1,0,1
"16749",3,33405,0.29,0,501,1812,1,7,7,5,0,1
"16750",4,6106,0.84,5,492,1233,1,8,9,3,3,1
"16751",5,-208,0.76,2,41,1258,0,0,6,1,3,1
"16752",6,-99,0.46,4,89,0,1,2,12,2,1,1
"16753",1,4908,0.48,0,73,0,1,1,4,2,3,0
"16754",2,-644,0.43,5,64,2595,0,4,24,1,1,0
"16755",3,-103,0.76,2,23,92,0,1,6,0,2,0
"16756",4,-609,0.67,4,56,2963,1,1,26,4,4,0
"16757",5,-545,0.22,3,26,1562,0,0,9,1,0,0
"16758",6,-211,0.52,1,17,349,0,0,4,1,2,0
"16759",1,3043,0.73,0,72,5309,1,2,14,2,2,0
"16760",2,-512,0.04,5,67,1374,0,3,1,0,0,0
"16761",3,-849,0.59,4,46,307,0,2,11,1,2,0
"16762",4,-377,0.98,2,20,250,0,0,10,1,0,0
"16763",5,-2069,0.31,1,12,0,0,0,10,2,5,0
"16764",6,-750,0.16,3,25,360,0,1,3,0,0,0
"16765",1,-483,0.59,1,12,0,0,0,10,1,2,0
"16766",2,-62,0.46,2,27,0,0,1,9,0,1,0
"16767",3,-1365,0.31,5,76,2795,1,2,17,2,2,0
"16768",4,-456,0.54,3,24,709,1,1,9,2,4,0
"16769",5,3048,0.15,0,75,0,1,3,5,4,2,0
"16770",6,-508,0.06,4,44,1927,0,2,1,0,0,0
"16771",1,-171,0.93,4,414,1719,0,12,11,0,3,1
"16772",2,199,0.65,1,19,2144,1,0,10,3,3,1
"16773",3,8119,0.89,5,503,1742,1,23,12,2,0,1
"16774",4,108,0.46,2,31,298,0,0,11,0,0,1
"16775",5,66,0,3,90,1952,0,3,0,0,0,1
"16776",6,40317,0.97,0,500,3695,1,22,5,6,4,1
"16777",1,3515,0.88,0,36,3243,1,0,5,3,4,0
"16778",2,-322,0.2,3,28,0,0,1,5,0,2,0
"16779",3,-56,0.51,2,14,-56,0,0,6,0,2,0
"16780",4,-566,0.05,4,32,1658,0,1,0,0,0,0
"16781",5,-1158,0.08,5,31,0,0,0,2,0,1,0
"16782",6,-1372,0.8,1,9,0,0,0,11,3,4,0
"16783",1,-12,0.04,2,43,1736,0,2,0,0,0,1
"16784",2,1303,0.82,5,495,0,0,17,10,4,4,1
"16785",3,38197,0.47,0,501,1269,1,16,6,4,0,1
"16786",4,-165,0.27,1,19,926,0,3,7,1,0,1
"16787",5,-5,0.02,4,72,0,0,7,0,0,0,1
"16788",6,62,0.58,3,72,0,1,7,8,2,0,1
"16789",1,-25,0.12,3,39,1752,0,1,9,2,0,0
"16790",2,-148,0.9,5,96,1630,1,13,29,4,1,0
"16791",3,-437,0.26,2,36,0,0,1,11,1,1,0
"16792",4,-1675,0.66,1,15,0,0,0,10,2,5,0
"16793",5,1254,0.13,0,103,2276,0,3,9,4,0,0
"16794",6,-383,0.75,4,44,3826,1,3,19,3,1,0
"16795",1,-630,0.79,5,66,2783,1,2,18,2,0,0
"16796",2,-113,0.69,2,19,1173,0,0,5,1,3,0
"16797",3,-654,0.6,1,8,0,0,0,8,1,2,0
"16798",4,-25,0.38,4,31,365,1,1,7,1,1,0
"16799",5,6240,0.99,0,68,0,1,1,5,3,5,0
"16800",6,-372,0.47,3,22,30,0,1,10,1,0,0
"16801",1,-282,0.46,3,17,1048,0,1,6,1,2,0
"16802",2,-127,0.48,1,10,0,0,1,4,0,4,0
"16803",3,-125,0.35,5,54,5579,1,3,20,3,4,0
"16804",4,-370,0.83,4,18,536,0,3,3,0,1,0
"16805",5,-296,0.99,2,14,-246,0,0,10,1,2,0
"16806",6,463,0.29,0,59,2190,1,1,7,3,0,0
"16807",1,-50,0.21,3,26,2193,0,0,8,0,1,0
"16808",2,-317,0.27,4,24,2714,1,0,9,1,2,0
"16809",3,-874,0.43,2,23,182,0,0,5,1,4,0
"16810",4,3905,0.74,0,49,0,1,2,4,3,3,0
"16811",5,-260,0.52,1,19,2045,0,0,7,2,2,0
"16812",6,-88,0.01,5,53,2074,0,0,0,0,0,0
"16813",1,-101,0.62,3,36,1360,0,4,8,0,1,0
"16814",2,-21,0.71,4,49,4025,1,1,22,3,2,0
"16815",3,-54,0.42,5,62,2972,0,2,14,1,0,0
"16816",4,2430,0.27,0,55,839,1,1,7,1,3,0
"16817",5,-80,0.81,2,9,0,0,1,7,1,2,0
"16818",6,-450,0.48,1,5,0,0,0,7,1,7,0
"16819",1,-36,0.02,4,31,1940,0,2,0,0,0,0
"16820",2,-112,0.87,5,48,3402,1,6,22,2,0,0
"16821",3,14,0.56,1,9,0,0,0,5,1,1,0
"16822",4,1181,0.39,0,51,2153,0,2,5,2,3,0
"16823",5,-316,0.77,2,12,0,0,1,6,1,0,0
"16824",6,-449,0.27,3,23,1883,0,3,8,1,0,0
"16825",1,-399,0.42,1,33,841,1,2,15,2,5,0
"16826",2,-790,0.06,5,81,0,0,2,5,2,0,0
"16827",3,903,0.5,0,84,0,1,4,19,3,1,0
"16828",4,-474,0.45,4,50,938,0,2,11,1,4,0
"16829",5,-524,0.96,3,36,504,1,2,8,1,2,0
"16830",6,-471,0.13,2,37,1710,0,0,5,0,0,0
"16831",1,-39,0.72,2,28,1407,0,1,10,1,0,0
"16832",2,17335,0.65,0,240,0,1,4,9,6,0,0
"16833",3,-291,0.77,3,29,636,1,4,10,2,1,0
"16834",4,-64,0.15,5,230,2674,0,7,14,2,3,0
"16835",5,19,0.54,4,101,0,1,5,12,1,1,0
"16836",6,19,0.99,1,10,0,1,1,4,1,0,0
"16837",1,-122,0.95,1,14,-102,0,0,9,0,5,0
"16838",2,-92,0.06,5,49,864,0,3,0,0,0,0
"16839",3,-509,0.69,3,17,921,0,2,7,0,2,0
"16840",4,-1058,0.73,4,39,3179,1,1,15,2,1,0
"16841",5,7589,0.3,0,53,3157,1,2,4,1,3,0
"16842",6,-539,0.54,2,20,0,0,1,7,0,1,0
"16843",1,-228,0.74,2,14,-318,1,1,11,0,2,0
"16844",2,-114,0.36,4,44,2932,0,2,14,1,0,0
"16845",3,-583,0.02,5,48,1406,0,1,0,0,0,0
"16846",4,70,0.75,1,7,0,0,1,6,1,5,0
"16847",5,-841,0.15,3,29,1290,1,0,9,1,1,0
"16848",6,6951,0.89,0,46,3068,0,0,8,2,2,0
"16849",1,1225,0.81,0,37,5750,1,3,5,2,1,0
"16850",2,-684,0.07,2,22,630,0,3,0,0,0,0
"16851",3,-534,0.17,5,45,1887,0,2,6,1,1,0
"16852",4,-1072,0.82,3,30,1498,1,0,20,1,6,0
"16853",5,-1483,0.34,4,38,419,0,0,8,1,2,0
"16854",6,-1384,0.54,1,11,0,0,0,5,0,1,0
"16855",1,3948,0.79,0,53,2553,1,3,7,5,1,0
"16856",2,-173,0,4,40,1965,0,1,0,0,0,0
"16857",3,-512,0.78,5,44,2637,1,3,13,2,3,0
"16858",4,-1352,0.85,3,23,2255,0,0,10,0,0,0
"16859",5,-158,0.38,1,10,0,0,1,6,0,0,0
"16860",6,-188,0.62,2,9,0,0,0,4,0,1,0
"16861",1,-1558,0.27,3,102,2189,1,4,7,1,0,1
"16862",2,603,0.97,5,488,2169,0,18,8,4,2,1
"16863",3,-1355,0.91,4,139,2734,0,3,14,4,4,1
"16864",4,-1647,0.62,2,84,1240,0,9,4,1,3,1
"16865",5,37156,0.53,0,501,0,1,12,4,4,0,1
"16866",6,-1894,0.29,1,65,943,0,4,4,2,2,1
"16867",1,-453,0.52,3,32,2077,0,0,9,1,0,0
"16868",2,-1844,0.43,5,46,524,0,1,8,1,0,0
"16869",3,-55,0.93,2,13,0,0,0,8,0,1,0
"16870",4,1401,0.54,0,49,0,1,2,6,2,0,0
"16871",5,-1283,0.94,4,29,1721,1,1,15,0,0,0
"16872",6,-374,0.55,1,9,0,0,0,5,1,0,0
"16873",1,34658,0.76,0,491,0,1,16,13,5,0,1
"16874",2,-1660,0.91,1,12,0,0,0,7,0,1,1
"16875",3,-625,0.17,4,383,3633,1,9,13,1,1,1
"16876",4,-1067,0.21,3,72,1677,0,1,7,2,3,1
"16877",5,3560,0.52,5,501,1890,0,17,8,3,2,1
"16878",6,-1350,0.06,2,35,0,0,2,0,0,0,1
"16879",1,-234,0.99,2,16,0,1,0,8,1,0,0
"16880",2,-330,0.43,1,11,0,0,0,6,0,0,0
"16881",3,-958,0.25,4,51,0,0,1,7,0,3,0
"16882",4,-185,0.77,5,56,2485,1,0,10,2,0,0
"16883",5,2287,0.38,0,50,5594,1,3,4,2,4,0
"16884",6,-638,0.31,3,22,929,0,0,9,1,0,0
"16885",1,-312,0.56,2,22,908,0,1,3,0,2,0
"16886",2,-493,0.37,5,40,1920,0,1,9,1,1,0
"16887",3,-22,0.77,1,17,14,0,0,10,1,0,0
"16888",4,-746,0.08,4,33,1036,0,0,0,0,0,0
"16889",5,-145,0.44,3,24,2536,0,0,9,0,0,0
"16890",6,6006,0.98,0,36,0,1,1,5,3,1,0
"16891",1,4655,0.72,0,99,3632,1,4,9,6,2,0
"16892",2,-213,0.4,4,30,1705,0,1,9,0,2,0
"16893",3,92,0.46,2,20,1912,1,0,7,1,3,0
"16894",4,-538,0.76,3,23,677,1,0,8,1,0,0
"16895",5,-1214,0.97,1,7,0,1,0,9,1,4,0
"16896",6,-207,0.58,5,102,2392,1,4,21,2,3,0
"16897",1,-516,0.48,3,50,3921,0,2,12,1,0,0
"16898",2,-1004,0.6,5,95,856,1,3,26,2,2,0
"16899",3,-1138,0.75,1,6,0,0,1,7,1,4,0
"16900",4,-150,0.29,2,24,823,0,2,7,1,1,0
"16901",5,-464,0.58,4,70,1926,1,1,26,4,5,0
"16902",6,2931,0.49,0,97,0,1,7,9,4,1,0
"16903",1,38525,0.69,0,462,1360,0,12,4,4,0,1
"16904",2,15354,0.26,5,454,1764,0,10,7,1,4,1
"16905",3,649,0.2,3,502,942,0,18,12,5,0,1
"16906",4,3578,0.18,4,460,3724,1,17,11,1,1,1
"16907",5,-3609,0.83,2,42,1437,0,2,10,1,2,1
"16908",6,-2910,0.81,1,22,794,0,0,5,1,2,1
"16909",1,-20,0.18,3,113,1503,1,7,4,1,2,1
"16910",2,-48,0.71,4,249,4235,0,6,19,3,4,1
"16911",3,15462,0.78,5,490,1286,1,12,10,2,3,1
"16912",4,-111,0.11,2,41,0,0,3,3,1,0,1
"16913",5,29991,0.62,0,501,1408,1,18,7,6,1,1
"16914",6,-428,0.56,2,44,1506,0,0,8,1,1,1
"16915",1,-109,0.1,1,19,466,0,1,4,1,1,0
"16916",2,-16,0.26,5,86,466,0,4,16,1,3,0
"16917",3,-222,0.11,3,46,0,0,1,4,1,0,0
"16918",4,-73,0.3,2,26,0,0,4,6,0,0,0
"16919",5,-342,0.75,4,51,3202,1,0,11,2,3,0
"16920",6,9273,0.22,0,92,0,1,0,10,6,1,0
"16921",1,37,0.72,2,40,2605,1,1,10,2,2,0
"16922",2,-59,0.25,4,53,0,0,3,7,1,2,0
"16923",3,-619,0.45,3,36,1829,0,0,12,1,2,0
"16924",4,-121,0.12,5,105,1264,0,8,5,2,0,0
"16925",5,6043,0.78,0,114,3694,1,3,7,6,3,0
"16926",6,-41,0.5,1,8,0,0,1,5,1,4,0
"16927",1,-249,0.74,2,48,2265,1,3,13,1,1,0
"16928",2,4375,0.1,0,81,2258,1,1,5,3,1,0
"16929",3,91,0.08,3,49,1822,0,4,1,0,0,0
"16930",4,-913,0.07,4,48,2170,0,0,2,0,0,0
"16931",5,-1086,0.83,1,30,1639,0,2,8,1,0,0
"16932",6,-316,0.31,5,75,0,1,3,16,3,4,0
"16933",1,11578,0.42,5,501,3863,1,18,10,5,3,1
"16934",2,-1484,0.65,1,22,295,0,0,8,0,3,1
"16935",3,-1704,0.75,2,44,0,1,0,11,1,3,1
"16936",4,23928,0.74,0,500,903,1,17,13,4,3,1
"16937",5,-1210,0.02,4,116,1936,0,5,0,0,0,1
"16938",6,-1386,0.05,3,91,1418,0,2,1,0,0,1
"16939",1,-19,0.24,5,236,3367,1,12,26,5,2,0
"16940",2,433,0.51,2,28,462,0,1,10,0,1,0
"16941",3,21905,0.23,0,227,1087,1,8,6,4,0,0
"16942",4,444,0.43,1,16,426,0,0,7,2,4,0
"16943",5,362,0.12,3,109,1679,0,4,5,1,1,0
"16944",6,191,0.97,4,166,0,1,7,13,2,1,0
"16945",1,-1056,0.73,2,53,2504,0,0,15,1,0,0
"16946",2,-6,0.52,6,212,0,1,5,34,5,0,0
"16947",3,-193,0.56,4,55,3049,1,2,20,3,2,0
"16948",4,-25,0.97,1,16,375,0,1,10,1,0,0
"16949",5,-38,0.86,3,41,1257,0,0,8,0,0,0
"16950",6,7708,0.25,0,220,1877,1,8,15,7,4,0
"16951",1,-1343,0.93,3,25,497,1,1,16,1,4,0
"16952",2,4311,0.4,0,75,4480,1,2,10,2,2,0
"16953",3,-789,0.74,2,25,1660,0,1,15,2,0,0
"16954",4,-103,0.53,4,29,1286,0,1,5,1,2,0
"16955",5,-601,0.51,5,70,1446,0,2,10,1,0,0
"16956",6,-450,0.54,1,8,0,0,0,9,1,0,0
"16957",1,-1273,0.07,3,39,1512,0,2,0,0,0,1
"16958",2,-1500,0.71,2,30,3341,1,1,11,1,2,1
"16959",3,23416,0.34,0,496,1976,1,14,4,5,0,1
"16960",4,-1215,0.95,4,135,1473,1,4,19,3,1,1
"16961",5,10453,0.51,5,501,1382,1,14,9,3,3,1
